File Directory,Category,Description,Shape,BGColour,BDColour,Text,Symbol1,Symbol2,DGNo,JPG
on-street-parking,On-street parking,"Prohibition on waiting by vehicles other than taxis during the period indicated (upper panel), and carriage way reserved for loading and unloading of goods vehicles during the period indicated",Rectangular,Yellow,Grey/Black,Number (Other),Parking [P],None,639.12,639.1B.jpg
on-street-parking,On-street parking,Information relating to a taxi rank for the number of taxis specified,Rectangular,Blue,White,Number (Other),None,None,857.1,857.1.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Near side light signals and instructions for pedestrians at a pedestrian facility controlled by light signals,,,,,,,4003.1,4003.1.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Light signals for pedestrians and cyclists at a Toucan crossing,,,,,,,4003.5,4003.5.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Near side light signals and instructions for pedestrians and cyclists at a Toucan crossing,,,,,,,4003.7,4003.7.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Instructions to pedestrians and cyclists above the push button control at a Toucan crossing,,,,,,,4003.6,4003.6.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Light signals for equestrian traffic,,,,,,,4003.2,4003.2.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Near side light signals and instructions for horse riders at an equestrian traffic crossing facility,,,,,,,4003.4,4003.4.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Instructions to horse riders above the push button control for an equestrian traffic crossing,,,,,,,4003.3,4003.3.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Light signals for pedestrians,,,,,,,4002.1,4002.1.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Light signal for pedestrians,,,,,,,4002.1,4002.1B.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Instructions to pedestrians above the push control at light signals,,,,,,,4003,4003.jpg
pedestrian-cycle-equestrian,"Pedestrian, cycle, equestrian",Light signal for pedestrians,,,,,,,4002.1,4002.1A.jpg
pedestrian-zone-signs,Pedestrian zone signs,Entry to and waiting in pedestrian zone restricted except for loading during the period indicated,Rectangular,White,Grey/Black,Zone,Vehicle (Car/Tram/Truck),Cycle/Motorcycle,618.3,618.3.jpg
pedestrian-zone-signs,Pedestrian zone signs,Entry to pedestrian zone restricted except for permit holders,Rectangular,White,Grey/Black,Zone,Vehicle (Car/Tram/Truck),Cycle/Motorcycle,618.2,618.2.jpg
pedestrian-zone-signs,Pedestrian zone signs,Prohibition on waiting (and loading and unloading) in a pedestrian zone during the period indicated,Rectangular,Yellow,Grey/Black,Zone,Other,None,637.2,637.2.jpg
pedestrian-zone-signs,Pedestrian zone signs,Prohibition on waiting (and loading and unloading) in a pedestrian zone at any time,Rectangular,Yellow,Grey/Black,Zone,Other,None,637.2,637.2V.jpg
pedestrian-zone-signs,Pedestrian zone signs,End of restrictions associated with a pedestrian zone,Rectangular,White,Grey/Black,Zone,Vehicle (Car/Tram/Truck),Cycle/Motorcycle,618.4,618.4.jpg
regulatory-signs,Regulatory signs,Give way to traffic on the major road,Triangular,White,Red,Other,None,None,602,602.jpg
regulatory-signs,Regulatory signs,Stop before crossing the traverse line on the road and ensure the way is clear before entering a major road,Other,Red,White,Other,None,None,601.1,601.1.jpg
regulatory-signs,Regulatory signs,End of prohibition of goods vehicles exceeding the maximum gross weight indicated in a previous sign,Circular,White,Grey/Black,None,Vehicle (Car/Tram/Truck),None,622.2,622.2.jpg
regulatory-signs,Regulatory signs,Articulated vehicles prohibited,Circular,White,Red,Vehicle,None,None,622.4,622.4.jpg
regulatory-signs,Regulatory signs,No entry for vehicular traffic,Circular,Red,White,None,Other,None,616,616.jpg
regulatory-signs,Regulatory signs,Vehicles carrying explosives prohibited,Rectangular,White,Grey/Black,Other,None,None,622.9,622.8+622.9.jpg
regulatory-signs,Regulatory signs,Goods vehicles exceeding a gross weight of 7.5T prohibited,Circular,White,Red,Number (Other),Vehicle (Car/Tram/Truck),None,622.11,622.1A.jpg
regulatory-signs,Regulatory signs,Horse drawn vehicles prohibited,Circular,White,Red,None,Animal,Pedestrian,622.5,622.5.jpg
regulatory-signs,Regulatory signs,Motor vehicles prohibited,Circular,White,Red,None,Cycle/Motorcycle,Vehicle (Car/Tram/Truck),619,619.jpg
regulatory-signs,Regulatory signs,Pedestrians prohibited,Circular,White,Red,None,Pedestrian,None,625.1,625.1.jpg
regulatory-signs,Regulatory signs,Ridden or accompanied horses prohibited,Circular,White,Red,None,Animal,Pedestrian,622.6,622.6.jpg
regulatory-signs,Regulatory signs,Solo motor cycles prohibited,Circular,White,Red,None,Cycle/Motorcycle,None,619.2,619.2.jpg
regulatory-signs,Regulatory signs,Towed caravans prohibited,Circular,White,Red,None,Vehicle (Car/Tram/Truck),None,622.7,622.7.jpg
regulatory-signs,Regulatory signs,Motor vehicles except solo motor cycles prohibited,Circular,White,Red,None,Vehicle (Car/Tram/Truck),None,619.1,619.1.jpg
regulatory-signs,Regulatory signs,All vehicles prohibited,Rectangular,White,Grey/Black,Vehicle,None,None,618.1,618.1A.jpg
regulatory-signs,Regulatory signs,All vehicles prohibited during the time indicated except for access,Rectangular,White,Grey/Black,Vehicle,None,None,618.1,618.1B.jpg
regulatory-signs,Regulatory signs,All vehicles prohibited except pedal cycles being pushed by pedestrians,Circular,White,Red,None,None,None,617,617.jpg
regulatory-signs,Regulatory signs,All vehicles prohibited from 'Play Street' during the period indicated except for access,Rectangular,White,Grey/Black,Number (Other),None,None,618,618.jpg
regulatory-signs,Regulatory signs,Buses and cycles excluded from restriction or prohibition conveyed by associated sign,Rectangular,White,Grey/Black,Bus,None,None,954.3,954.3.jpg
regulatory-signs,Regulatory signs,Vehicles requiring access are exempted from the prohibition conveyed by the associated sign,Rectangular,White,Grey/Black,Other,None,None,620,620.jpg
regulatory-signs,Regulatory signs,Goods vehicles requiring to enter the road for loading or unloading of goods are exempted from the prohibition conveyed by the associated sign,Rectangular,White,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,620.1,620.1.jpg
regulatory-signs,"Regulatory signs, Traffic calming",Priority must be given to vehicles from the opposite direction,Circular,White,Red,None,Arrow,Arrow,615,615.jpg
regulatory-signs,"Regulatory signs, Traffic calming",Priority must be given to vehicles from the opposite direction,Rectangular,White,Grey/Black,Vehicle,None,None,615.1,615.1.jpg
regulatory-signs,Regulatory signs,No left turn for vehicular traffic,Circular,White,Red,None,Arrow,None,612,613.jpg
regulatory-signs,Regulatory signs,No overtaking,Circular,White,Red,None,Vehicle (Car/Tram/Truck),None,632,632.jpg
regulatory-signs,Regulatory signs,No right turn for vehicular traffic,Circular,White,Red,None,Arrow,None,612,612.jpg
regulatory-signs,Regulatory signs,No U-turns for vehicular traffic,Circular,White,Red,None,Arrow,None,614,614.jpg
regulatory-signs,Regulatory signs,Vehicles exceeding 32'-6'' in length indicated prohibited,Circular,White,Red,Number (Other),None,None,629,629.1.jpg
regulatory-signs,Regulatory signs,Vehicles exceeding 6'-6'' in width indicated prohibited,Circular,White,Red,Number (Other),None,None,629,629.jpg
regulatory-signs,Regulatory signs,Vehicles exceeding a gross weight of 18T prohibited from crossing the bridge or structure,Rectangular,White,Grey/Black,Number (Other),None,None,626.21,626.2A+627.1.jpg
regulatory-signs,Regulatory signs,Vehicles exceeding a gross weight of 33T  prohibited from crossing the bridge or structure,Rectangular,White,Grey/Black,Number (Other),None,None,626.21,626.2AV6+627.1.jpg
regulatory-signs,Regulatory signs,Vehicles exceeding a gross weight of 7.5T prohibited from crossing the bridge or structure,Rectangular,White,Grey/Black,Number (Other),None,None,626.21,626.2AV2.jpg
regulatory-signs,Regulatory signs,Dual carriageway,Rectangular,White,Grey/Black,Other,None,None,608,608.jpg
regulatory-signs,Regulatory signs,Vehicular traffic passing the sign must keep to the left of the sign,Circular,Blue,White,None,Arrow,None,610,610.jpg
regulatory-signs,Regulatory signs,Vehicular traffic must proceed in the direction indicated by the arrow,Circular,Blue,White,None,Arrow,None,606,606.jpg
regulatory-signs,Regulatory signs,Vehicles entering the junction must give way to traffic to vehicles coming from the right,Circular,Blue,White,Other,Arrow,None,611.1,611.1.jpg
regulatory-signs,Regulatory signs,One-way traffic,Rectangular,White,Grey/Black,Other,None,None,607,607.jpg
regulatory-signs,Regulatory signs,One-way traffic,Rectangular,Blue,White,None,Arrow,None,652,652.jpg
regulatory-signs,Regulatory signs,Vehicular traffic may reach the same destination by passing either side of the sign,Circular,Blue,White,None,Arrow,None,611,611.jpg
regulatory-signs,Regulatory signs,Vehicular traffic must proceed in the direction indicated by the arrow,Circular,Blue,White,None,Arrow,None,606,606B.jpg
regulatory-signs,Regulatory signs,Vehicular traffic must not go beyond the sign where displayed temporarily by a constable in uniform or by a traffic warden,Circular,White,Red,Other,Other,None,633,633.jpg
regulatory-signs,Regulatory signs,Vehicular traffic must turn ahead in the direction indicated by the arrow,Circular,Blue,White,None,Arrow,None,609,609.jpg
regulatory-signs,Regulatory signs,Vehicular traffic must turn ahead in the direction indicated by the arrow,Circular,Blue,White,None,Arrow,None,609,609A.jpg
regulatory-signs,Regulatory signs,Use of verge maintained in mown or ornamental condition by specified traffic prohibited,Rectangular,White,Grey/Black,Vehicle,Vehicle (Car/Tram/Truck),Cycle/Motorcycle,651,651.jpg
regulatory-signs,Regulatory signs,Location of a weight restriction ahead with indication of an alternative route,Rectangular,Blue,White,Number (Route),Vehicle (Car/Tram/Truck),Other,818.4,818.4.jpg
road-works-and-temporary,Road works and temporary,Description of the nature of road works,Rectangular,White,Grey/Black,Other,None,None,7001.1,7001.1.jpg
road-works-and-temporary,Road works and temporary,Location of road works immediately ahead on route indicated,Rectangular,White,Grey/Black,Number (Route),None,None,7001.2,7001.2.jpg
road-works-and-temporary,Road works and temporary,Temporary access to a construction or road works site,Rectangular,Red,White,Other,None,None,7301,7301T.jpg
road-works-and-temporary,Road works and temporary,Direction to be taken by road works or construction traffic to an access to a works site 100 yards ahead,Rectangular,Red,White,Number (Distance),Arrow,None,7306,7306.jpg
road-works-and-temporary,Road works and temporary,Temporary exit from a construction or road works site,Rectangular,Red,White,Other,None,None,7302,7302.jpg
road-works-and-temporary,Road works and temporary,Direction to be taken by road works or construction traffic at a junction ahead,Rectangular,Red,White,Other,Arrow,None,7304,7304.jpg
road-works-and-temporary,Road works and temporary,Direction to be taken by road works or construction traffic at a junction or works entrance,Rectangular,Red,White,Other,Arrow,None,7305,7305.jpg
road-works-and-temporary,Road works and temporary,Exit from a works site 200 yards ahead,Rectangular,Red,White,Number (Distance),None,None,7307,7307.jpg
road-works-and-temporary,Road works and temporary,Temporary entrance to a construction or road works site,Rectangular,Red,White,Other,None,None,7301,7301.jpg
road-works-and-temporary,Road works and temporary,Dates when road works are to take place overnight and delays are to be expected,Rectangular,Yellow,Grey/Black,Number (Other),None,None,7002.1,7002.1.jpg
road-works-and-temporary,Road works and temporary,Vehicular traffic must not proceed into a length of road where one-way working is temporarily necessary,Circular,Red,White,Other,None,None,7023,7023.jpg
road-works-and-temporary,Road works and temporary,Vehicular traffic may proceed into a length of road where one-way working is temporarily necessary,Circular,Green,White,Other,None,None,7024,7024.jpg
road-works-and-temporary,Road works and temporary,Vehicles may not pass the temporary traffic signals when the red light is shown,Rectangular,Red,White,Other,None,None,7011,7011.jpg
road-works-and-temporary,Road works and temporary,Vehicles may not pass the temporary traffic signals when the red light is shown at a junction,Rectangular,Red,White,Number (Other),None,None,7011.1,7011.1.jpg
road-works-and-temporary,Road works and temporary,Traffic joining a length of road being controlled by portable traffic signals is not controlled by these signals,Rectangular,Red,White,Other,None,None,7022,7022.jpg
road-works-and-temporary,Road works and temporary,Loose chippings on road ahead,Triangular,White,Red,None,Other,Other,7009,7009.jpg
road-works-and-temporary,Road works and temporary,Maximum speed of 20 miles per hour advised at a bend or other hazard,Rectangular,White,Grey/Black,Number (Other),None,None,513.2,513.2V20.jpg
road-works-and-temporary,Road works and temporary,Maximum speed of 30 miles per hour advised at a bend or other hazard,Rectangular,Yellow,Grey/Black,Number (Other),None,None,7294,7294.jpg
road-works-and-temporary,Road works and temporary,Temporary sudden change in level of carriageway surface,Rectangular,Red,White,Other,None,None,7013,7013.jpg
road-works-and-temporary,Road works and temporary,Traffic on road ahead is being controlled by portable light signals,Rectangular,Red,White,Other,Arrow,Arrow,7021,7021.jpg
road-works-and-temporary,Road works and temporary,Additional traffic lane available ahead as part of temporary traffic management scheme,Rectangular,Yellow,Grey/Black,None,Arrow,None,7255,7255.jpg
road-works-and-temporary,Road works and temporary,Centre lane of a three lane single carriageway road closed,Rectangular,Yellow,Grey/Black,None,Arrow,Other,7206,7206.jpg
road-works-and-temporary,Road works and temporary,Instructions for drivers of wide loads on how to telephone for assistance,Rectangular,Yellow,Grey/Black,Other,Other,None,7293,7293.jpg
road-works-and-temporary,Road works and temporary,Information on breakdown recovery services during road works,Rectangular,Yellow,Grey/Black,Other,Vehicle (Car/Tram/Truck),None,7291,7291.jpg
road-works-and-temporary,Road works and temporary,Sharp bends ahead where traffic is diverted onto a temporary road for a short distance,Rectangular,Yellow,Grey/Black,None,Arrow,None,7221,7221.jpg
road-works-and-temporary,Road works and temporary,Instructions to drivers of wide loads to follow a diversion to avoid the road works ahead,Rectangular,Yellow,Grey/Black,Number (Other),None,None,7292,7292.jpg
road-works-and-temporary,Road works and temporary,Zebra or signal controlled crossing temporarily out of use,Rectangular,Red,White,Other,None,None,7016,7016.jpg
road-works-and-temporary,Road works and temporary,Cyclists to dismount and use the adjacent footway,Rectangular,Red,White,Cycle,None,None,7018.1,7018.1.jpg
road-works-and-temporary,Road works and temporary,Nature of work being done by vehicle working on the highway,Rectangular,Yellow,Grey/Black,Other,None,None,7404,7404.jpg
road-works-and-temporary,Road works and temporary,Temporary absence of hard shoulder for 400 yards,Rectangular,Red,White,Number (Distance),None,None,7015,7015.jpg
road-works-and-temporary,Road works and temporary,Temporary absence of road markings for 2 miles,Rectangular,Red,White,Number (Distance),None,None,7012,7012.jpg
road-works-and-temporary,Road works and temporary,Direction of temporary route for pedestrians,Rectangular,Red,White,Other,Arrow,None,7018,7018.jpg
road-works-and-temporary,Road works and temporary,Direction in which pedestrians should look for approaching traffic,Rectangular,Red,White,Other,None,None,7017,7017.jpg
road-works-and-temporary,Road works and temporary,Variable message sign ahead not in use or being tested,Rectangular,Red,White,Other,None,None,7020,7020.jpg
road-works-and-temporary,Road works and temporary,Vehicular traffic should proceed slowly owing to temporary hazard resulting from wet tar on the road,Rectangular,Red,White,Other,None,None,7010.1,7010.1.jpg
road-works-and-temporary,Road works and temporary,Vehicular traffic should not proceed beyond the sign when displayed during works on or near the road,Circular,Yellow,Red,Other,Other,None,7031,7031.jpg
road-works-and-temporary,Road works and temporary,Light signal not in use,Rectangular,Grey/Black,White,None,Other,None,7019,7019.jpg
road-works-and-temporary,Road works and temporary,Vehicular traffic should proceed slowly owing to workforce in the road,Rectangular,Red,White,Other,None,None,7001.3,7001.3.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,The number of a route for pedal cycles forming part of a regional cycle route network,Rectangular,Blue,White,Number (Route),None,None,2602.3,2602.3.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,The number of a route for pedal cycles forming part of a national cycle route network,Rectangular,Blue,White,Number (Route),Cycle/Motorcycle,None,2602.2,2602.3V.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Route for pedal cycles across an entry slip road at a junction ahead,Rectangular,Blue,White,Other,Cycle/Motorcycle,Arrow,2601.2,2601.2.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction of a numbered route for pedal cycles forming part of a national cycle network at a junction,Rectangular,Blue,White,Number (Route),Cycle/Motorcycle,Arrow,2601.1,2601.1.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction of route to a tourist attraction for pedestrians,Rectangular,Brown,White,Other,Arrow,Pedestrian,2608,2608.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Number route for pedal cycles forming part of a national cycle route network,Rectangular,Blue,White,Number (Route),Cycle/Motorcycle,None,2602.2,2602.2.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Junction ahead leading to a parking place for pedal cycles,Rectangular,Blue,White,None,Parking [P],Cycle/Motorcycle,2603,2603.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction and distance to a free parking place for pedal cycles,Rectangular,Blue,White,Number (Distance),Parking [P],Cycle/Motorcycle,2604,2604R.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction of route to railway and London Underground station for pedestrians and pedal cycles,Rectangular,Blue,White,None,Cycle/Motorcycle,TFL Tube / Rail,2606,2606.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction of route to railway station for pedestrians and pedal cycles,Rectangular,Blue,White,None,Cycle/Motorcycle,TFL Tube / Rail,2606,2606V.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction to or along a public footpath,Rectangular,Brown,White,Other,Pedestrian,Arrow,2610,2610V.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction of route to destination shown for pedestrians,Rectangular,Blue,White,Other,Pedestrian,Arrow,2605,2605.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Distance and direction of route to destination shown for pedestrians,Rectangular,Blue,White,Other,Pedestrian,Arrow,2605,2605V.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction of route to destination shown for pedestrians,Rectangular,Grey/Black,White,Other,Pedestrian,None,2607,2607.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction of route to destination shown for pedestrians,Rectangular,Brown,White,Other,Pedestrian,Arrow,2610,2607V.jpg
signs-for-cyclists-and-pedestrians,Signs for cyclists and pedestrians,Direction along a footpath indicated by waymarks,Rectangular,Green,White,None,Arrow,None,2610.2,2610.2.jpg
speed-limit-signs,"Speed limit signs, Traffic calming",Entrance to a 20 miles per hour speed limit zone,Rectangular,White,Grey/Black,Zone,Other,Other,674,674.jpg
speed-limit-signs,Speed limit signs,Maximum speed limit of 20 miles per hour,Circular,White,Red,Number (Other),None,None,670,670V20.jpg
speed-limit-signs,Speed limit signs,Maximum speed limit of 30 miles per hour,Circular,White,Red,Number (Other),None,None,670,670V30.jpg
speed-limit-signs,Speed limit signs,Maximum speed limit of 40 miles per hour,Circular,White,Red,Number (Other),None,None,670,670.jpg
speed-limit-signs,Speed limit signs,Maximum speed limit of 50 miles per hour,Circular,White,Red,Number (Other),None,None,670,670V50.jpg
speed-limit-signs,Speed limit signs,Maximum speed limit of 60 miles per hour,Circular,White,Red,Number (Other),None,None,670,670V60.jpg
speed-limit-signs,"Speed limit signs, Traffic calming",Start of a 30 miles per hour speed limit at the boundary of a town or village,Rectangular,White,Grey/Black,Zone,Other,Other,675,2402.1+670V30.jpg
speed-limit-signs,Speed limit signs,National speed limits apply,Circular,White,Grey/Black,None,Other,None,671,671.jpg
speed-limit-signs,"Speed limit signs, Motorway signs","Start of motorway regulations, including the national speed limit",Rectangular,Blue,White,Number (Route),Other,None,2901,2901.jpg
speed-limit-signs,Speed limit signs,Length of road where two cameras are used to measure the average speed of a vehicle between two points,Rectangular,White,Grey/Black,Other,Other,None,878,878.1.jpg
speed-limit-signs,Speed limit signs,End of 30 miles per hour minimum speed limit,Circular,Blue,White,Number (Other),None,None,673,673.jpg
speed-limit-signs,Speed limit signs,End of 40 miles per hour minimum speed limit,Circular,Blue,White,Number (Other),None,None,673,673v40.jpg
speed-limit-signs,"Speed limit signs, On-street parking, Road works and temporary",End of restriction or prohibition conveyed by an associated sign,Rectangular,White,Grey/Black,Other,None,None,645,645.jpg
speed-limit-signs,Speed limit signs,Maximum speed of 30 miles per hour advised at a bend or other hazard,Rectangular,White,Grey/Black,Number (Other),None,None,513.2,513.2.jpg
speed-limit-signs,Speed limit signs,Minimum speed limit of 30 miles per hour,Circular,Blue,White,Number (Other),None,None,672,672.jpg
speed-limit-signs,Speed limit signs,Minimum speed limit of 40 miles per hour,Circular,Blue,White,Number (Other),None,None,672,672v40.jpg
speed-limit-signs,Speed limit signs,Commencement point of a newly imposed 30 miles per hour speed limit which is contiguous to an existing 30 miles per hour speed limit,Rectangular,Red,White,Number (Other),None,None,7032,7032.jpg
speed-limit-signs,"Speed limit signs, Road works and temporary",Road works or temporary obstruction of the carriageway ahead,Triangular,White,Red,None,Pedestrian,None,7001,7001.jpg
speed-limit-signs,Speed limit signs,Reminder to drivers that traffic enforcement cameras are in use,Rectangular,White,Grey/Black,None,Other,None,879,879.jpg
speed-limit-signs,Speed limit signs,Speed camera ahead and reminder of 30 miles per hour speed limit,Rectangular,Blue,White,Number (Other),Other,Other,880,880.jpg
speed-limit-signs,Speed limit signs,Area in which cameras are used to enforce the speed limit regulations,Rectangular,White,Grey/Black,Other,Other,None,878,878.jpg
speed-limit-signs,Speed limit signs,End of 20 miles per hour zone and start of 30 miles per hour zone,Rectangular,White,Grey/Black,Zone,Other,Other,675,675.jpg
tidal-flow-lane-control,Tidal flow lane control,Indicates lane open for vehicular traffic,,,,,,,5001.2,5001.2.jpg
tidal-flow-lane-control,Tidal flow lane control,Lane control signal indicating that vehicles may not proceed along the lane directly beneath the signal,,,,,,,5003.1,5003.1.jpg
tidal-flow-lane-control,Tidal flow lane control,Lane closed ahead vehicles must move to the next lane on the left,,,,,,,5005.1,5005.1.jpg
tidal-flow-lane-control,Tidal flow lane control,End of a system of lane control light signals,Rectangular,Blue,White,Other,None,None,5015,5015.jpg
tidal-flow-lane-control,Tidal flow lane control,Lane open to vehicular traffic,,,,,,,5001.1,5001.1.jpg
tidal-flow-lane-control,Tidal flow lane control,Direction of a system of lane control light signals,Rectangular,Blue,White,Other,Arrow,Arrow,5013,5013.jpg
tidal-flow-lane-control,Tidal flow lane control,Distance and direction of a system of lane control light signals,Rectangular,Blue,White,Number (Distance),Arrow,None,5014,5014.jpg
tidal-flow-lane-control,Tidal flow lane control,System of lane control ahead,Rectangular,Blue,White,Other,None,None,5012,5012.jpg
tidal-flow-lane-control,Tidal flow lane control,Lane control signals in operation on the road extending from the junction ahead,Rectangular,Blue,White,Other,Arrow,Other,5011,5011.jpg
tidal-flow-lane-control,Tidal flow lane control,Lane control signals in operation on the road,Rectangular,Blue,White,Other,Arrow,Other,5010,5010.jpg
tidal-flow-lane-control,Tidal flow lane control,Lane control signal indicating that vehicles may not proceed along the lane directly beneath the signal,,,,,,,5003,5003.jpg
tidal-flow-lane-control,Tidal flow lane control,Lane closed ahead vehicles must move to the next lane on the left,,,,,,,5005,5005.jpg
traffic-calming,Traffic calming,Road hump to the right and at 20 yards,Rectangular,White,Grey/Black,Number (Distance),Arrow,None,557.4,557.4.jpg
traffic-calming,Traffic calming,Road humps ahead to the right for 300 yards,Rectangular,White,Grey/Black,Number (Distance),Arrow,None,557.3,557.3.jpg
traffic-calming,Traffic calming,Road humps ahead for half a mile,Rectangular,White,Grey/Black,Number (Distance),None,None,557.2,557.2.jpg
traffic-calming,Traffic calming,Road hump or series of road humps ahead,Triangular,White,Red,None,Other,None,557.1,557.1.jpg
traffic-calming,Traffic calming,Start of area with traffic calming features,Rectangular,Blue,White,Other,None,None,883,883.jpg
traffic-calming,Traffic calming,Crossing on road hump ahead,Rectangular,White,Grey/Black,Other,None,None,547.8,547.8.jpg
traffic-calming,Traffic calming,Traffic has priority over vehicles from the opposite direction,Rectangular,Blue,White,None,Arrow,Arrow,811,811.jpg
traffic-calming,Traffic calming,Traffic has priority over vehicles from the opposite direction,Rectangular,White,Grey/Black,Vehicle,None,None,811.1,811.1.jpg
traffic-calming,Traffic calming,Start of a designated home zone,Rectangular,Blue,White,Zone,Pedestrian,Vehicle (Car/Tram/Truck),881,881A.jpg
traffic-calming,Traffic calming,Start of a designated quiet lane in England,Rectangular,Green,White,Other,Pedestrian,Cycle/Motorcycle,884,884V.jpg
traffic-calming,Traffic calming,End of designated quiet lane in England,Rectangular,Green,White,Other,Pedestrian,Cycle/Motorcycle,885,885.jpg
traffic-calming,Traffic calming,Start of a designated quiet lane in England,Rectangular,Green,White,Other,Pedestrian,Cycle/Motorcycle,884,884.jpg
tram-signs,"Tram signs, Bus and cycle signs",Explanatory plate for tramcar and bus and cycle only route signs,Rectangular,White,Grey/Black,Other,None,None,953.2,953.2.jpg
tram-signs,Tram signs,Route for use by tramcars only,Circular,Blue,White,None,Vehicle (Car/Tram/Truck),None,953.1,953.1.jpg
tram-signs,Tram signs,Open tramway level crossing without light signals,Rectangular,White,Grey/Black,None,Vehicle (Car/Tram/Truck),None,778.1,778.1.jpg
tram-signs,Tram signs,Tramcars crossing ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,772,772.jpg
tram-signs,Tram signs,Warning for pedestrians to look out for tramway traffic approaching from both directions,Rectangular,Blue,White,Other,Vehicle (Car/Tram/Truck),None,963.3,963.3.jpg
tram-signs,Tram signs,Warning for pedestrians to look out for tramway traffic approaching from the left,Rectangular,Blue,White,Other,Vehicle (Car/Tram/Truck),None,963.3,963.3L.jpg
tram-signs,Tram signs,Warning for pedestrians to look out for tramway traffic approaching from the right,Rectangular,Blue,White,Other,Vehicle (Car/Tram/Truck),None,963.3,963.3R.jpg
warning-signs,Warning signs,Adverse camber on a bend or roundabout,Rectangular,White,Grey/Black,Other,None,None,513.1,513.1.jpg
warning-signs,Warning signs,Bend ahead to the left,Triangular,White,Red,None,Arrow,None,512,512L.jpg
warning-signs,"Warning signs, Speed limit signs",Bend ahead to the right,Triangular,White,Red,None,Arrow,None,512,512.jpg
warning-signs,Warning signs,Crossroads ahead,Triangular,White,Red,None,Arrow,None,504.1,504.1.jpg
warning-signs,Warning signs,Crossroads ahead,Triangular,White,Red,None,Arrow,None,504.1,504.1R.jpg
warning-signs,Warning signs,Crossroads ahead,Triangular,White,Red,None,Arrow,None,504.1,504.1L.jpg
warning-signs,Warning signs,"Double bend or series of bends ahead, first to the left",Triangular,White,Red,None,Arrow,None,513,513.jpg
warning-signs,Warning signs,"Double bend or series of bends ahead, first to the right",Triangular,White,Red,None,Arrow,None,513,513R.jpg
warning-signs,Warning signs,Junction ahead controlled by a STOP or GIVE WAY sign,Triangular,White,Red,None,None,None,501,501.jpg
warning-signs,Warning signs,50 yards to junction ahead controlled by a GIVE WAY sign,Rectangular,White,Grey/Black,Number (Distance),None,None,503,503.jpg
warning-signs,Warning signs,Junction on left bend ahead,Triangular,White,Red,None,Arrow,None,512.2,512.2L.jpg
warning-signs,Warning signs,Junction on right bend ahead,Triangular,White,Red,None,Arrow,None,512.1,512.1.jpg
warning-signs,Warning signs,Junction on left bend ahead,Triangular,White,Red,None,Arrow,None,512.1,512.1L.jpg
warning-signs,Warning signs,Junction on right bend ahead,Triangular,White,Red,None,Arrow,None,512.2,512.2.jpg
warning-signs,Warning signs,Traffic signals ahead that only operate at certain times,Rectangular,White,Grey/Black,Other,None,None,543.1,543.1.jpg
warning-signs,Warning signs,Roundabout,Triangular,White,Red,None,Arrow,None,510,510.jpg
warning-signs,Warning signs,Side road ahead (right),Triangular,White,Red,None,Arrow,None,506.1,506.1.jpg
warning-signs,Warning signs,Side road ahead (left),Triangular,White,Red,None,Arrow,None,506.1,506.1L.jpg
warning-signs,Warning signs,Side road ahead (left),Triangular,White,Red,None,Arrow,None,506.1,506.1LL.jpg
warning-signs,Warning signs,Side road ahead (right),Triangular,White,Red,None,Arrow,None,506.1,506.1RR.jpg
warning-signs,Warning signs,Staggered junction ahead (left/right),Triangular,White,Red,None,Arrow,Other,507.1,507.1.jpg
